LoRa,Rcv
6430.000000,0.000000,27.66,100529.00,66.47,52,0.58,4.18
6440.000000,0.000000,27.67,100526.00,66.72,52,0.62,4.13
6450.000000,0.000000,27.65,100529.00,66.47,52,0.59,4.10
6460.000000,0.000000,27.61,100529.00,66.47,52,0.59,4.07
6470.000000,0.000000,27.59,100530.00,66.39,52,0.54,4.09
6480.000000,0.000000,27.59,100528.00,66.56,52,-0.32,4.15
6490.000000,0.000000,27.60,100524.00,66.89,52,0.14,4.16
6500.000000,0.000000,27.59,100528.00,66.56,52,0.36,4.07
6510.000000,0.000000,27.57,100529.00,66.47,52,0.34,4.16
6520.000000,0.000000,27.56,100528.00,66.56,52,0.44,4.16
6530.000000,0.000000,27.54,100528.00,66.56,52,0.44,4.15
6540.000000,0.000000,27.51,100529.00,66.47,52,0.64,4.08
6550.000000,0.000000,27.49,100529.00,66.47,52,0.09,4.29
6560.000000,0.000000,27.47,100528.00,66.56,52,0.31,4.29
6570.000000,0.000000,27.45,100526.00,66.72,52,0.41,4.11
6580.000000,0.000000,27.43,100527.00,66.64,52,0.35,4.14
6590.000000,0.000000,27.42,100530.00,66.39,52,0.52,4.13
6600.000000,0.000000,27.41,100531.00,66.31,52,0.69,4.21
6610.000000,0.000000,27.40,100528.00,66.56,52,0.73,4.19
6620.000000,0.000000,27.39,100528.00,66.56,52,0.59,4.19
6630.000000,0.000000,27.38,100530.00,66.39,52,0.54,4.18
6640.000000,0.000000,27.37,100527.00,66.64,52,0.52,4.21
6650.000000,0.000000,27.37,100530.00,66.39,52,0.66,4.12
6660.000000,0.000000,27.38,100532.00,66.22,52,0.60,4.13
6670.000000,0.000000,27.40,100530.00,66.39,52,0.70,4.06
6680.000000,0.000000,27.40,100529.00,66.47,52,0.66,4.08
6690.000000,0.000000,27.42,100529.00,66.47,52,0.57,4.24
6700.000000,0.000000,27.43,100528.00,66.56,52,0.47,4.23
6710.000000,0.000000,27.43,100527.00,66.64,52,0.63,4.37
6720.000000,0.000000,27.44,100530.00,66.39,52,0.61,4.35
6730.000000,0.000000,27.45,100530.00,66.39,52,0.94,4.19
6740.000000,0.000000,27.46,100528.00,66.56,52,0.65,4.11
6750.000000,0.000000,27.47,100528.00,66.56,52,0.73,4.12
6760.000000,0.000000,27.48,100528.00,66.56,52,0.28,3.89
6770.000000,0.000000,27.49,100526.00,66.72,52,0.29,4.06
6780.000000,0.000000,27.51,100531.00,66.31,52,0.38,4.14
6790.000000,0.000000,27.51,100529.00,66.47,52,0.56,4.16
6800.000000,0.000000,27.53,100529.00,66.47,52,0.59,4.20
6810.000000,0.000000,27.54,100526.00,66.72,52,0.53,4.23
6820.000000,0.000000,27.55,100530.00,66.39,52,0.52,4.12
6830.000000,0.000000,27.56,100530.00,66.39,52,0.47,4.17
6840.000000,0.000000,27.57,100530.00,66.39,52,0.52,4.16
6850.000000,0.000000,27.58,100530.00,66.39,52,0.50,4.14
6860.000000,0.000000,27.59,100529.00,66.47,52,0.55,4.10
6870.000000,0.000000,27.60,100531.00,66.31,52,0.47,4.12
6880.000000,0.000000,27.61,100529.00,66.47,52,0.53,4.08
6890.000000,0.000000,27.62,100529.00,66.47,52,0.55,4.22
6900.000000,0.000000,27.62,100526.00,66.72,52,0.49,4.19
6920.000000,0.000000,27.64,100530.00,66.39,52,0.57,4.11
6930.000000,0.000000,27.64,100528.00,66.56,52,0.56,4.10
6940.000000,0.000000,27.64,100530.00,66.39,52,0.58,4.08
6950.000000,0.000000,27.65,100529.00,66.47,52,0.66,4.14
6960.000000,0.000000,27.66,100526.00,66.72,52,0.69,4.15
6970.000000,0.000000,27.67,100530.00,66.39,52,0.67,4.11
6980.000000,0.000000,27.68,100530.00,66.39,52,0.56,4.15
6990.000000,0.000000,27.69,100529.00,66.47,52,0.54,4.10
7000.000000,0.000000,27.70,100529.00,66.47,52,0.54,4.20
7010.000000,0.000000,27.70,100528.00,66.56,52,0.54,4.10
7020.000000,0.000000,27.70,100529.00,66.47,52,0.51,4.16
7030.000000,0.000000,27.70,100529.00,66.47,52,0.51,4.17
7040.000000,0.000000,27.71,100526.00,66.72,52,0.50,4.24
7050.000000,0.000000,27.72,100526.00,66.72,52,0.53,4.11
7060.000000,0.000000,27.73,100528.00,66.56,52,0.56,4.09
7070.000000,0.000000,27.74,100529.00,66.47,52,0.01,3.96
7080.000000,0.000000,27.75,100529.00,66.47,52,1.19,3.24
7090.000000,0.000000,27.76,100528.00,66.56,52,1.31,4.39
7100.000000,0.000000,27.77,100529.00,66.47,52,1.09,3.15
7110.000000,0.000000,27.78,100529.00,66.47,52,0.37,3.50
7120.000000,0.000000,27.79,100530.00,66.39,52,0.33,3.80
7130.000000,0.000000,27.80,100529.00,66.47,52,0.74,3.79
7140.000000,0.000000,27.78,100530.00,66.39,51,1.19,3.74
7150.000000,0.000000,27.76,100533.00,66.14,51,1.91,3.77
7160.000000,0.000000,27.75,100530.00,66.39,51,1.01,3.81
7170.000000,0.000000,27.73,100534.00,66.06,51,0.79,3.84
7180.000000,0.000000,27.72,100531.00,66.31,51,0.74,3.99
7190.000000,0.000000,27.70,100529.00,66.47,51,0.63,4.01
7200.000000,0.000000,27.69,100532.00,66.22,51,0.55,4.02
7210.000000,0.000000,27.68,100532.00,66.22,51,1.16,4.20
7220.000000,0.000000,27.69,100530.00,66.39,51,0.94,4.19
7230.000000,0.000000,27.68,100531.00,66.31,51,1.23,4.22
7240.000000,0.000000,27.68,100529.00,66.47,51,0.61,4.20
7250.000000,0.000000,27.67,100532.00,66.22,51,-0.84,3.29
7260.000000,0.000000,27.67,100530.00,66.39,51,0.01,3.89
7270.000000,0.000000,27.65,100533.00,66.14,51,0.18,3.99
7280.000000,0.000000,27.63,100529.00,66.47,51,0.24,3.99
7290.000000,0.000000,27.64,100532.00,66.22,51,0.31,3.97
7300.000000,0.000000,27.66,100528.00,66.56,52,0.58,4.15
7310.000000,0.000000,27.67,100530.00,66.39,52,0.70,4.28
7320.000000,0.000000,27.68,100530.00,66.39,52,0.76,4.25
7330.000000,0.000000,27.70,100533.00,66.14,52,0.83,4.23
7340.000000,0.000000,27.70,100530.00,66.39,52,0.97,4.39
7350.000000,0.000000,27.69,100531.00,66.31,52,0.81,4.29
7360.000000,0.000000,27.69,100531.00,66.31,51,0.70,4.23
7370.000000,0.000000,27.69,100530.00,66.39,51,0.69,4.21
7380.000000,0.000000,27.68,100534.00,66.06,51,0.74,4.20
7390.000000,0.000000,27.68,100530.00,66.39,51,1.76,4.46
7400.000000,0.000000,27.69,100528.00,66.56,51,1.58,4.44
7410.000000,0.000000,27.70,100528.00,66.56,51,0.97,4.23
7420.000000,0.000000,27.68,100529.00,66.47,51,0.94,4.16
7430.000000,0.000000,27.67,100528.00,66.56,51,0.89,4.22
7440.000000,0.000000,27.66,100531.00,66.31,51,0.84,4.19
7450.000000,0.000000,27.65,100529.00,66.47,51,0.88,4.18
7460.000000,0.000000,27.67,100530.00,66.39,51,0.86,4.27
7470.000000,0.000000,27.68,100530.00,66.39,51,0.89,4.25
7480.000000,0.000000,27.70,100530.00,66.39,51,0.95,4.15
7490.000000,0.000000,27.70,100529.00,66.47,51,0.98,4.17
7500.000000,0.000000,27.70,100528.00,66.56,51,0.89,4.19
7510.000000,0.000000,27.70,100529.00,66.47,51,0.85,4.11
7520.000000,0.000000,27.70,100530.00,66.39,51,0.81,4.12
7530.000000,0.000000,27.71,100528.00,66.56,51,0.92,4.29
7540.000000,0.000000,27.74,100527.00,66.64,51,0.91,4.30
7550.000000,0.000000,27.74,100528.00,66.56,51,0.88,4.31
7560.000000,0.000000,27.74,100530.00,66.39,51,0.87,4.31
7570.000000,0.000000,27.73,100531.00,66.31,51,0.81,4.26
7580.000000,0.000000,27.74,100533.00,66.14,51,0.78,4.31
7590.000000,0.000000,27.73,100528.00,66.56,51,0.94,4.23
7600.000000,0.000000,27.71,100529.00,66.47,51,0.72,4.24
7610.000000,0.000000,27.71,100528.00,66.56,51,0.79,4.10
7620.000000,0.000000,27.73,100530.00,66.39,51,0.76,4.19
7630.000000,0.000000,27.74,100533.00,66.14,51,0.84,4.18
7640.000000,0.000000,27.75,100530.00,66.39,51,0.84,4.30
7650.000000,0.000000,27.75,100528.00,66.56,51,0.78,4.28
7660.000000,0.000000,27.77,100529.00,66.47,51,0.86,4.32
7670.000000,0.000000,27.77,100531.00,66.31,51,0.80,4.33
7680.000000,0.000000,27.78,100529.00,66.47,51,0.94,4.42
7690.000000,0.000000,27.79,100527.00,66.64,51,0.96,4.38
7700.000000,0.000000,27.80,100528.00,66.56,51,0.88,4.23
7710.000000,0.000000,27.81,100526.00,66.72,51,0.95,4.25
7720.000000,0.000000,27.82,100527.00,66.64,51,1.60,4.26
7730.000000,0.000000,27.83,100528.00,66.56,51,0.97,4.09
7740.000000,0.000000,27.83,100532.00,66.22,51,0.79,4.09
7750.000000,0.000000,27.84,100529.00,66.47,51,0.51,4.22
7760.000000,0.000000,27.85,100529.00,66.47,51,0.90,4.29
7770.000000,0.000000,27.87,100529.00,66.47,51,0.67,4.27
7780.000000,0.000000,27.87,100529.00,66.47,51,0.57,4.19
7790.000000,0.000000,27.88,100530.00,66.39,51,0.58,4.15
7800.000000,0.000000,27.89,100530.00,66.39,51,3.09,3.46
7810.000000,0.000000,27.90,100529.00,66.47,51,0.81,4.10
7820.000000,0.000000,27.91,100528.00,66.56,51,0.66,4.15
7830.000000,0.000000,27.92,100528.00,66.56,51,1.63,3.26
7840.000000,0.000000,27.93,100527.00,66.64,51,1.76,4.06
7850.000000,0.000000,27.94,100529.00,66.47,51,2.08,2.26
7860.000000,0.000000,27.95,100527.00,66.64,51,1.66,3.13
7870.000000,0.000000,27.96,100529.00,66.47,51,1.08,3.72
7880.000000,0.000000,27.97,100527.00,66.64,51,0.83,3.93
7890.000000,0.000000,27.98,100529.00,66.47,51,0.87,4.08
7900.000000,0.000000,27.99,100530.00,66.39,51,0.81,4.15
7910.000000,0.000000,28.00,100529.00,66.47,51,0.09,3.92
7920.000000,0.000000,28.01,100526.00,66.72,51,0.19,4.09
7930.000000,0.000000,28.02,100527.00,66.64,51,1.67,3.43
7940.000000,0.000000,28.03,100527.00,66.64,51,1.27,3.85
7950.000000,0.000000,28.04,100527.00,66.64,51,0.71,4.01
7960.000000,0.000000,28.05,100526.00,66.72,51,0.61,4.15
7970.000000,0.000000,28.06,100525.00,66.81,51,0.86,4.20
7980.000000,0.000000,28.07,100527.00,66.64,51,0.96,4.09
7990.000000,0.000000,28.08,100525.00,66.81,51,0.92,4.14
8000.000000,0.000000,28.09,100525.00,66.81,51,0.99,4.22
8010.000000,0.000000,28.10,100528.00,66.56,51,0.98,4.14
8020.000000,0.000000,28.12,100525.00,66.81,51,0.94,4.24
8030.000000,0.000000,28.11,100527.00,66.64,51,0.86,4.24
8040.000000,0.000000,28.11,100527.00,66.64,50,0.72,4.19
8050.000000,0.000000,28.11,100526.00,66.72,50,0.82,4.24
8060.000000,0.000000,28.11,100528.00,66.56,50,1.24,4.35
8070.000000,0.000000,28.12,100526.00,66.72,50,0.94,4.26
8080.000000,0.000000,28.13,100528.00,66.56,50,0.71,4.25
8090.000000,0.000000,28.13,100528.00,66.56,50,0.72,4.24
8100.000000,0.000000,28.14,100527.00,66.64,50,0.66,4.11
8110.000000,0.000000,28.14,100526.00,66.72,50,0.64,4.25
8120.000000,0.000000,28.15,100528.00,66.56,50,0.65,4.31
8130.000000,0.000000,28.15,100524.00,66.89,50,1.89,5.42
8140.000000,0.000000,28.15,100525.00,66.81,50,1.35,4.81
8150.000000,0.000000,28.15,100527.00,66.64,50,0.96,4.49
8160.000000,0.000000,28.15,100527.00,66.64,50,0.70,4.26
8170.000000,0.000000,28.15,100527.00,66.64,50,0.37,4.30
8180.000000,0.000000,28.15,100525.00,66.81,50,0.56,4.22
8190.000000,0.000000,28.15,100528.00,66.56,50,0.41,4.27
8200.000000,0.000000,28.15,100528.00,66.56,50,0.47,4.17
8210.000000,0.000000,28.16,100528.00,66.56,50,0.52,4.15
8220.000000,0.000000,28.17,100528.00,66.56,50,0.54,4.19
8230.000000,0.000000,28.18,100528.00,66.56,50,0.59,4.17
8240.000000,0.000000,28.18,100525.00,66.81,50,0.62,4.08
8250.000000,0.000000,28.18,100528.00,66.56,50,0.60,4.12
8260.000000,0.000000,28.18,100531.00,66.31,50,0.80,4.28
8270.000000,0.000000,28.18,100530.00,66.39,50,0.82,4.30
8280.000000,0.000000,28.18,100528.00,66.56,50,0.90,4.22
8290.000000,0.000000,28.18,100526.00,66.72,50,0.88,4.29
8300.000000,0.000000,28.20,100528.00,66.56,50,1.05,4.28
8310.000000,0.000000,28.20,100530.00,66.39,50,0.73,4.30
8320.000000,0.000000,28.18,100529.00,66.47,50,0.65,4.30
8330.000000,0.000000,28.19,100532.00,66.22,50,0.55,4.30
8340.000000,0.000000,28.20,100528.00,66.56,50,0.58,4.25
8350.000000,0.000000,28.20,100530.00,66.39,50,0.57,4.29
8360.000000,0.000000,28.21,100530.00,66.39,50,0.54,4.28
8370.000000,0.000000,28.21,100527.00,66.64,50,0.59,4.36
8380.000000,0.000000,28.22,100529.00,66.47,50,0.47,4.34
8390.000000,0.000000,28.22,100527.00,66.64,50,0.48,4.19
8400.000000,0.000000,28.22,100529.00,66.47,50,0.58,4.28
8410.000000,0.000000,28.23,100530.00,66.39,50,0.34,4.22
8420.000000,0.000000,28.23,100527.00,66.64,50,0.52,4.30
8430.000000,0.000000,28.22,100528.00,66.56,50,0.53,4.17
8440.000000,0.000000,28.20,100529.00,66.47,50,0.54,4.19
8450.000000,0.000000,28.17,100529.00,66.47,50,0.54,4.20
8460.000000,0.000000,28.13,100528.00,66.56,50,0.64,4.10
8470.000000,0.000000,28.13,100530.00,66.39,50,0.59,4.16
8480.000000,0.000000,28.14,100530.00,66.39,50,0.49,4.33
8490.000000,0.000000,28.14,100531.00,66.31,50,0.53,4.32
8500.000000,0.000000,28.15,100527.00,66.64,50,0.49,4.31
8510.000000,0.000000,28.16,100531.00,66.31,50,0.60,4.19
8520.000000,0.000000,28.16,100529.00,66.47,50,0.62,4.18
8530.000000,0.000000,28.17,100530.00,66.39,50,0.68,4.24
8540.000000,0.000000,28.17,100530.00,66.39,50,0.54,4.20
8550.000000,0.000000,28.18,100529.00,66.47,50,0.76,4.30
8560.000000,0.000000,28.19,100530.00,66.39,50,0.88,4.28
8570.000000,0.000000,28.20,100528.00,66.56,50,0.92,4.22
8580.000000,0.000000,28.20,100530.00,66.39,50,0.86,4.23
8590.000000,0.000000,28.20,100529.00,66.47,50,0.90,4.23
8600.000000,0.000000,28.21,100529.00,66.47,50,0.85,4.30
8610.000000,0.000000,28.20,100531.00,66.31,50,0.79,4.39
8620.000000,0.000000,28.20,100530.00,66.39,50,0.84,4.19
8630.000000,0.000000,28.19,100528.00,66.56,50,0.96,4.32
8640.000000,0.000000,28.20,100529.00,66.47,50,0.92,4.32
8650.000000,0.000000,28.21,100531.00,66.31,50,0.91,4.31
8660.000000,0.000000,28.21,100530.00,66.39,50,0.70,4.25
8670.000000,0.000000,28.22,100530.00,66.39,50,1.18,4.38
8680.000000,0.000000,28.22,100531.00,66.31,50,1.11,4.30
8690.000000,0.000000,28.23,100530.00,66.39,50,0.98,4.35
8700.000000,0.000000,28.24,100530.00,66.39,50,0.87,4.36
8710.000000,0.000000,28.25,100529.00,66.47,50,0.75,4.50
8720.000000,0.000000,28.25,100529.00,66.47,50,0.68,4.39
8730.000000,0.000000,28.26,100530.00,66.39,50,1.02,4.30
8740.000000,0.000000,28.27,100529.00,66.47,50,0.95,4.36
8750.000000,0.000000,28.28,100529.00,66.47,50,0.92,4.28
8760.000000,0.000000,28.28,100529.00,66.47,50,0.90,4.31
8770.000000,0.000000,28.29,100526.00,66.72,50,0.90,4.22
LoRa,Rcv
9020.000000,0.000000,28.37,100526.00,66.72,50,0.92,4.33
9030.000000,0.000000,28.38,100529.00,66.47,50,0.90,4.15
9040.000000,0.000000,28.38,100527.00,66.64,50,0.81,4.26
9050.000000,0.000000,28.39,100527.00,66.64,50,0.82,4.31
9060.000000,0.000000,28.40,100527.00,66.64,50,0.80,4.40
9070.000000,0.000000,28.40,100528.00,66.56,50,0.89,4.36
9080.000000,0.000000,28.41,100527.00,66.64,50,0.94,4.29
9090.000000,0.000000,28.41,100527.00,66.64,50,0.96,4.26
9100.000000,0.000000,28.42,100526.00,66.72,50,0.99,4.19
9110.000000,0.000000,28.43,100527.00,66.64,50,1.04,4.20
